id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10086095-B2,Rod-shaped plant virus nanoparticles as imaging agent platforms ,Case Western Reserve University,"Nicole Steinmetz, Michael Bruckman",10/9/2012,10/9/2013,10/2/2018,10/2/2018,https://patents.google.com/patent/US10086095B2/en,https://patentimages.storage.googleapis.com/b9/c7/1f/01295cb0a09647/US10086095-20181002-D00000.png
US-10316295-B2,Paramyxovirus virus-like particles as protein delivery vehicles ,The Penn State Research Foundation,"Anthony Paul Schmitt, Phuong Tieu Schmitt, Greeshma Vivekananda Ray",12/17/2015,12/19/2016,6/11/2019,6/11/2019,https://patents.google.com/patent/US10316295B2/en,https://patentimages.storage.googleapis.com/3a/aa/24/e16128d8d3e50c/US10316295-20190611-D00000.png
US-9289491-B2,Method and composition for hyperthermally treating cells ,Gholam A. Peyman,Gholam A. Peyman,2/14/2002,2/17/2015,3/22/2016,3/22/2016,https://patents.google.com/patent/US9289491B2/en,https://patentimages.storage.googleapis.com/4f/33/e6/abe25a59b997df/US09289491-20160322-D00001.png
US-8945829-B2,Distinguishing benign and malignant indeterminate thyroid lesions ,Cornell University,"Xavier M. Keutgen, Thomas J. Fahey, III, Olivier Elemento, Rasa Zarnegar",3/22/2011,9/20/2013,2/3/2015,2/3/2015,https://patents.google.com/patent/US8945829B2/en,https://patentimages.storage.googleapis.com/90/67/a4/983b7b8e130564/US08945829-20150203-D00001.png
US-10280164-B2,Pyrazolopyridone compounds and uses thereof ,Incyte Corporation,"Qinda Ye, Kai Liu, Jun Pan, Alexander Sokolsky, Oleg Vechorkin, Wenqing Yao",9/9/2016,9/8/2017,5/7/2019,5/7/2019,https://patents.google.com/patent/US10280164B2/en,
US-9688673-B2,Deoxycytidine kinase binding compounds ,The Regents Of The University Of California,"Caius G. Radu, Hsiang-I Liao, Nagichettiar Satyamurthy, Johannes Czernin, Jennifer M. Murphy, David A. Nathanson",3/8/2011,3/8/2012,6/27/2017,6/27/2017,https://patents.google.com/patent/US9688673B2/en,https://patentimages.storage.googleapis.com/ac/22/c8/49bcb8739b56f0/US09688673-20170627-D00001.png
US-9302087-B2,Method and composition for hyperthermally treating cells ,Gholam A. Peyman,Gholam A. Peyman,2/14/2002,4/6/2015,4/5/2016,4/5/2016,https://patents.google.com/patent/US9302087B2/en,https://patentimages.storage.googleapis.com/4a/83/78/dcc802167e2993/US09302087-20160405-D00001.png
US-10159726-B2,"Peptides, combination of peptides and scaffolds for use in immunotherapeutic treatment of various cancers ",Immatics Biotechnologies Gmbh,"Andrea MAHR, Toni Weinschenk, Oliver Schoor, Jens FRITSCHE, Harpreet Singh",8/28/2015,8/26/2016,12/25/2018,12/25/2018,https://patents.google.com/patent/US10159726B2/en,https://patentimages.storage.googleapis.com/b2/f9/a3/092496dd41372f/US10159726-20181225-D00001.png
US-8815599-B2,Methods and compositions for the inhibition of gene expression ,"Pronai Therapeutics, Inc.","Gholamreza Sheikhnehjad, Mina Patel Sooch, Neal Clifford Goodwin, David Olson",6/1/2004,6/1/2005,8/26/2014,8/26/2014,https://patents.google.com/patent/US8815599B2/en,https://patentimages.storage.googleapis.com/17/ec/a6/68c655ea4c5810/US08815599-20140826-D00001.png
US-3323996-A,Antiviral antibiotic from trichoderma todica and method of producing same ,"Sokoloff Boris, Toda Yoshiharu","Sokoloff Boris, Toda Yoshiharu",1/27/1964,1/27/1964,6/6/1967,6/6/1967,https://patents.google.com/patent/US3323996A/en,https://patentimages.storage.googleapis.com/c2/af/c2/b6b3fe4506bb30/US3323996-drawings-page-1.png
US-7271001-B2,Method for mitochondrial targeting of p53 ,The Research Foundation Of State University Of New York,Ute Moll,12/10/2004,12/10/2004,9/18/2007,9/18/2007,https://patents.google.com/patent/US7271001B2/en,https://patentimages.storage.googleapis.com/US7271001B2/US07271001-20070918-D00001.png
US-10196435-B2,OX40L fusion protein for the immunotherapy of tumors of veterinary animals ,University Of Southern California,"Alan L. Epstein, Peisheng Hu, John Ohlfest",11/18/2013,11/17/2014,2/5/2019,2/5/2019,https://patents.google.com/patent/US10196435B2/en,https://patentimages.storage.googleapis.com/97/1f/cd/6d1373fd5967ed/US10196435-20190205-D00001.png
US-8530431-B2,Treatment of cancers with immunostimulatory HIV TAT derivative polypeptides ,"Pin Pharma, Inc.",David I. Cohen,3/23/2009,3/23/2010,9/10/2013,9/10/2013,https://patents.google.com/patent/US8530431B2/en,https://patentimages.storage.googleapis.com/2f/da/5d/31bfd741c6f89f/US08530431-20130910-D00001.png
US-9403880-B2,Identification of a human gyrovirus and applications ,"Institut Pasteur, Ecole Nationale Veterinaire D'alfort, Pathoquest","Marc Eloit, Justine Cheval, Virginie Sauvage",11/26/2010,11/25/2011,8/2/2016,8/2/2016,https://patents.google.com/patent/US9403880B2/en,https://patentimages.storage.googleapis.com/0a/d5/c0/04cbaa25fed62c/US09403880-20160802-D00001.png
US-9156884-B2,Inhibitors of beta integrin-G protein alpha subunit binding interactions ,The Board Of Trustees Of The University Of Illinois,Xiaoping Du,3/15/2010,2/10/2014,10/13/2015,10/13/2015,https://patents.google.com/patent/US9156884B2/en,https://patentimages.storage.googleapis.com/9b/7d/3d/14ea7918e7c0ae/US09156884-20151013-D00001.png
US-9629899-B2,Targeted cargo protein combination therapy ,"The United States Of America, As Represented By The Secretary, Department Of Health And Human Services",Raj K. Puri,10/14/2008,7/29/2015,4/25/2017,4/25/2017,https://patents.google.com/patent/US9629899B2/en,https://patentimages.storage.googleapis.com/5f/71/51/cb8fdeb841c326/US09629899-20170425-D00001.png
US-8926988-B2,Mutant proteins of the F protein of PIV-5 and PIV-2 ,"Centre National De La Recherche Scientifique, Universite Claude Bernard De Lyon 1, Les Hospices Civils De Lyon","Manuel Melchior Jean-Pierre Rosa Calatrava, Olivier Terrier, Francois Edouard Julien Durupt",11/21/2008,11/17/2009,1/6/2015,1/6/2015,https://patents.google.com/patent/US8926988B2/en,https://patentimages.storage.googleapis.com/37/c1/67/629b5675ea424f/US08926988-20150106-D00001.png
US-9233157-B2,Method and composition for hyperthermally treating cells ,Gholam A. Peyman,Gholam A. Peyman,2/14/2002,11/26/2014,1/12/2016,1/12/2016,https://patents.google.com/patent/US9233157B2/en,https://patentimages.storage.googleapis.com/20/4e/7f/7d3fc1617b9ae6/US09233157-20160112-D00001.png
US-8748592-B1,siRNA for inhibition of OTUB1 expression and pharmaceutical composition containing the same ,Korean Institute Of Science And Technology,"Eun Joo Song, Hyunjung Lee",1/17/2013,2/6/2013,6/10/2014,6/10/2014,https://patents.google.com/patent/US8748592B1/en,https://patentimages.storage.googleapis.com/16/51/a6/71051da4a709c0/US08748592-20140610-D00001.png
US-8143232-B2,Gene fusion targeted therapy ,The Regents Of The University Of Michigan,"Arul M. Chinnaiyan, Jindan Yu, Ram Shankar Mani",3/3/2009,3/3/2010,3/27/2012,3/27/2012,https://patents.google.com/patent/US8143232B2/en,https://patentimages.storage.googleapis.com/16/c8/14/e985825f13a6a6/US08143232-20120327-D00001.png
US-8759301-B2,Gene fusion targeted therapy ,The Regents Of The University Of Michigan,"Arul M. Chinnaiyan, Xiaoju Wang, Ram Shankar Mani",2/19/2010,2/10/2011,6/24/2014,6/24/2014,https://patents.google.com/patent/US8759301B2/en,https://patentimages.storage.googleapis.com/9a/b0/d6/d7cfd3b68afa04/US08759301-20140624-D00001.png
US-9951114-B2,Recombinant cancer therapeutic cytokine ,Virginia Commonwealth University,"Paul B. Fisher, Praveen Bhoopathi, Swadesh K. Das, Luni Emdad, Devanand Sarkar, Upneet Sokhi",6/4/2013,6/4/2014,4/24/2018,4/24/2018,https://patents.google.com/patent/US9951114B2/en,https://patentimages.storage.googleapis.com/53/8b/0e/97c45fbe03eeca/US09951114-20180424-D00000.png
US-8158574-B2,Compositions and methods to prevent cancer with cupredoxins ,"Cdg Therapeutics, Inc.","Tapas Das Gupta, Rajendra G. Mehta, Rajeshwari Mehta, Craig Beattie",10/7/2004,12/17/2008,4/17/2012,4/17/2012,https://patents.google.com/patent/US8158574B2/en,https://patentimages.storage.googleapis.com/ee/fc/55/d2663e184653d2/US08158574-20120417-D00001.png
US-9714259-B2,Compositions and methods for improving glucose uptake ,Board Of Supervisors Of Louisiana State University And Agricultural And Mechanical College,"Nikhil V. Dhurandhar, Bhaskar C. Das",10/17/2012,5/23/2016,7/25/2017,7/25/2017,https://patents.google.com/patent/US9714259B2/en,https://patentimages.storage.googleapis.com/f2/d4/56/bad40ebe6fd635/US09714259-20170725-D00001.png
US-9804163-B2,Biomarkers for prostate cancer and methods for their detection ,"The United States Of America, As Represented By The Secretary, Department Of Health And Human Services","Jeffrey Gildersleeve, Christopher Campbell, Oyindasola Oyelaran, James Gulley, Jeffrey Schlom",8/6/2010,8/5/2011,10/31/2017,10/31/2017,https://patents.google.com/patent/US9804163B2/en,https://patentimages.storage.googleapis.com/79/82/f7/a419b5fae2253c/US09804163-20171031-D00001.png
US-9353098-B2,Polymorphs and salts ,Glaxo Group Limited,"Julie Nicole Hamblin, Paul Spencer Jones, Suzanne Elaine Keeling, Joelle Le, Charlotte Jane Mitchell, Nigel James Parr, Robert David Willacy",9/8/2010,6/29/2015,5/31/2016,5/31/2016,https://patents.google.com/patent/US9353098B2/en,https://patentimages.storage.googleapis.com/a9/5a/91/2fe64cea0dd243/US09353098-20160531-D00001.png
US-10202618-B2,Method of treating type I diabetes using an AAV vector encoding uracortin 2 ,The Regents Of The University Of California,"H. Kirk Hammond, Mei Hua Gao",2/14/2012,6/16/2017,2/12/2019,2/12/2019,https://patents.google.com/patent/US10202618B2/en,https://patentimages.storage.googleapis.com/b7/01/2c/623edefd92ee71/US10202618-20190212-D00001.png
US-9029502-B2,Inhibitors of the epidermal growth factor receptor-heat shock protein 90 binding interaction ,The Regents Of The University Of Michigan,"Mukesh K. Nyati, Theodore S. Lawrence",12/20/2010,12/19/2011,5/12/2015,5/12/2015,https://patents.google.com/patent/US9029502B2/en,https://patentimages.storage.googleapis.com/36/eb/bc/76b1dd6774ca1b/US09029502-20150512-D00001.png
US-10294460-B2,Process for the purification of poliovirus from cell cultures ,Janssen Vaccines & Prevention B.V.,"Mariken Segers, Beckley Kungah Nfor, Feras Nachmi Alazi, Marcel Leo de Vocht",7/24/2014,7/21/2015,5/21/2019,5/21/2019,https://patents.google.com/patent/US10294460B2/en,https://patentimages.storage.googleapis.com/e6/8e/8c/827523d6f56f46/US10294460-20190521-D00001.png
US-9803017-B2,Soluble MIC neutralizing monoclonal antibody for treating cancer ,University Of Washington Through Its Center For Commercialization,Jennifer Wu,7/5/2013,7/3/2014,10/31/2017,10/31/2017,https://patents.google.com/patent/US9803017B2/en,https://patentimages.storage.googleapis.com/84/8f/bd/b3812b9a8f8536/US09803017-20171031-D00001.png
US-9249195-B2,Reovirus vaccines and methods of use therefor ,Vanderbilt University,"Terence S. Dermody, Karl W. Boehme, Mine Ikizler, Gregory J. Wilson, James D. Chappell",4/7/2010,4/4/2011,2/2/2016,2/2/2016,https://patents.google.com/patent/US9249195B2/en,https://patentimages.storage.googleapis.com/df/4a/50/97ba29e2848de4/US09249195-20160202-D00001.png
US-7267825-B1,Parvovirus vectors and their use ,"Deutsches Krebsforschungszentrum Stiftung Des Offentlichen Rechts, Yale University","Jean Rommelaere, Peter Tattersall",10/14/1998,10/14/1999,9/11/2007,9/11/2007,https://patents.google.com/patent/US7267825B1/en,https://patentimages.storage.googleapis.com/pages/US7267825-0.png
US-9598404-B2,Deoxycytidine kinase inhibitors ,"The Regents Of The University Of California, The Board Of Trustees Of The University Of Illinois","Caius G. Radu, Zheng Li, Raymond M. Gipson, Jue Wang, Nagichettiar Satyamurthy, Arnon Lavie, Jennifer M. Murphy, David A. Nathanson, Michael E. Jung",8/13/2013,1/11/2016,3/21/2017,3/21/2017,https://patents.google.com/patent/US9598404B2/en,https://patentimages.storage.googleapis.com/5a/1f/be/77148b7b8fa2b5/US09598404-20170321-D00001.png
US-8188252-B2,Rad51 derived cancer cell specific promoters for targeted anti-cancer therapy ,University Of Rochester,"Christopher M. Hine, Andrei Seluanov, Vera Gorbunova",11/17/2008,11/17/2009,5/29/2012,5/29/2012,https://patents.google.com/patent/US8188252B2/en,https://patentimages.storage.googleapis.com/5c/32/73/d9bbc59d9702fa/US08188252-20120529-D00001.png
US-10179919-B2,Multigenome retroviral vector preparations and methods and systems for producing and using same ,Immune Design Corp.,"Jan Henrik Ter Meulen, Peter Lars Aksel BERGLUND",2/23/2016,2/22/2017,1/15/2019,1/15/2019,https://patents.google.com/patent/US10179919B2/en,https://patentimages.storage.googleapis.com/9d/83/88/d1d486cadfb28f/US10179919-20190115-D00001.png
US-9994865-B2,PEG-Prom mediated surface expression of avidin/streptavidin ,"The Johns Hopkins University, Virginia Commonwealth University","Paul B. Fisher, Swadesh K. Das, Mitchell E. MENEZES, Devanand Sarkar, Martin G. Pomper",6/4/2013,6/4/2014,6/12/2018,6/12/2018,https://patents.google.com/patent/US9994865B2/en,https://patentimages.storage.googleapis.com/4d/e3/a1/fdc2925434102b/US09994865-20180612-D00001.png
US-9885090-B2,Adenoviral tumor diagnostics ,Salk Institute For Biological Studies,"Clodagh O'Shea, Colin Powers",3/14/2012,9/12/2014,2/6/2018,2/6/2018,https://patents.google.com/patent/US9885090B2/en,https://patentimages.storage.googleapis.com/16/46/c6/297dc3b309348e/US09885090-20180206-D00001.png
US-10314844-B2,Inhibitors of Bruton's tyrosine kinase ,"Gilead Sciences, Inc., Ono Pharmaceutical Co., Ltd.","Seung H. Lee, Shingo Yamamoto",2/24/2017,2/23/2018,6/11/2019,6/11/2019,https://patents.google.com/patent/US10314844B2/en,
US-8076304-B2,Methods and compositions for the diagnosis and treatment of cyclin A-1 associated conditions ,The Regents Of The University Of Colorado,"Heide L. Ford, Ricardo D. Coletta, Arthur R. Pardee, Justin Lamb",4/26/2004,4/25/2005,12/13/2011,12/13/2011,https://patents.google.com/patent/US8076304B2/en,https://patentimages.storage.googleapis.com/c7/d2/5e/4e85e81385ba1a/US08076304-20111213-D00001.png
US-10150798-B2,Desmoglein 2 (DSG2) binding proteins and uses therefor ,University Of Washington Through Its Center For Commercialization,"Andre Lieber, Hongjie Wang",9/24/2013,5/12/2017,12/11/2018,12/11/2018,https://patents.google.com/patent/US10150798B2/en,https://patentimages.storage.googleapis.com/08/1d/2f/68a4334a245818/US10150798-20181211-D00001.png
US-10227609-B2,Modified parvovirus useful for gene silencing ,Deutsches Krebsforschungszentrum,"Antonio Marchini, Jean Rommelaere, Barbara Leuchs, Anna Illarionova",1/27/2012,1/25/2013,3/12/2019,3/12/2019,https://patents.google.com/patent/US10227609B2/en,https://patentimages.storage.googleapis.com/2c/e7/2d/423a0cc0fed9bf/US10227609-20190312-D00001.png
US-9980942-B2,Rejuvenation of precursor cells ,"Children's Hospital Medical Center, Universitaet Ulm","Hartmut Geiger, Maria Carolina Florian, Yi Zheng",5/2/2012,4/30/2013,5/29/2018,5/29/2018,https://patents.google.com/patent/US9980942B2/en,https://patentimages.storage.googleapis.com/54/4b/6e/cb6714af2ff31e/US09980942-20180529-D00001.png
US-10308719-B2,IL13Rα2 binding agents and use thereof in cancer treatment ,The University Of Chicago,"Irina V. Balyasnikova, Maciej S. Lesniak",1/26/2015,1/26/2016,6/4/2019,6/4/2019,https://patents.google.com/patent/US10308719B2/en,https://patentimages.storage.googleapis.com/a9/1d/51/58789524b52f20/US10308719-20190604-D00001.png
US-8084229-B2,GDEP enhancer element and use thereof to confer retinal specific gene expression ,Marshfield Clinic,"Deanna S. Cross, James K. Burmester",12/28/2007,12/29/2008,12/27/2011,12/27/2011,https://patents.google.com/patent/US8084229B2/en,https://patentimages.storage.googleapis.com/69/b8/a0/82b27de744392f/US08084229-20111227-D00001.png
US-9090907-B2,Modified INSM1-promoter for neuroendocrine tumor therapy and diagnostics ,Board Of Supervisors Of Louisiana State University And Agricultural And Mechanical College,"Mary B. Breslin, Michael S. Lan",11/9/2009,11/8/2010,7/28/2015,7/28/2015,https://patents.google.com/patent/US9090907B2/en,https://patentimages.storage.googleapis.com/fd/af/2f/e10be533a50f9b/US09090907-20150728-D00001.png
US-9605275-B2,Rapid and prolonged immunologic-therapeutic ,Altimmune Inc.,De-chu C. Tang,3/21/2011,12/30/2013,3/28/2017,3/28/2017,https://patents.google.com/patent/US9605275B2/en,https://patentimages.storage.googleapis.com/ff/82/53/c67775a7341710/US09605275-20170328-D00001.png
US-8697407-B2,Compositions and methods for inhibiting MMSET ,The Regents Of The University Of Michigan,"Arul M. Chinnaiyan, Sooryanaryana Lnu, Qi Cao, Irfan Asangani",2/19/2010,2/11/2011,4/15/2014,4/15/2014,https://patents.google.com/patent/US8697407B2/en,https://patentimages.storage.googleapis.com/70/ab/49/65131ab15a1711/US08697407-20140415-D00001.png
US-10080798-B2,Canine parvovirus (CPV) virus-like particle (VLP) vaccines and uses thereof ,Merial Inc.,"Frederic David, Zahia Hannas-Djebbara, Herve Poulet, Jules Maarten Minke",9/29/2015,9/14/2016,9/25/2018,9/25/2018,https://patents.google.com/patent/US10080798B2/en,https://patentimages.storage.googleapis.com/81/7d/7f/330d878afaa5da/US10080798-20180925-D00001.png
US-6989396-B2,Tropane alkaloid multidrug resistance inhibitors from Erythroxylum pervillei and use of the same ,The Board Of Trustees Of The University Of Illinois,"A. Douglas Kinghorn, John M. Pezzuto, Baoliang Cui, Gloria L. Silva, Min You",4/12/2001,4/10/2002,1/24/2006,1/24/2006,https://patents.google.com/patent/US6989396B2/en,
US-10183062-B2,Treatment for cancer ,The University Of Nottingham,"Nigel Peter Minton, John Timothy Heap",11/22/2013,11/24/2014,1/22/2019,1/22/2019,https://patents.google.com/patent/US10183062B2/en,https://patentimages.storage.googleapis.com/53/f2/c0/a5000a9a7a54bd/US10183062-20190122-D00001.png
US-10166300-B2,Tripartite cancer theranostic nucleic acid constructs ,"Virginia Commonwealth University, The Johns Hopkins University","Paul B. Fisher, Swadesh K. Das, Mitchell E. MENEZES, Devanand Sarkar, Martin G. Pomper",6/4/2013,6/4/2014,1/1/2019,1/1/2019,https://patents.google.com/patent/US10166300B2/en,https://patentimages.storage.googleapis.com/fd/c0/70/4c765d9beec0a1/US10166300-20190101-D00001.png
US-9644215-B2,AAV1-caspase gene therapy induced pyroptosis for the treatment of tumors ,The General Hospital Corporation,"Gary J. Brenner, Xandra O. Breakefield, Giulia Fulci",4/12/2013,1/30/2014,5/9/2017,5/9/2017,https://patents.google.com/patent/US9644215B2/en,https://patentimages.storage.googleapis.com/1d/be/4b/d41e6f80cf5fe9/US09644215-20170509-D00001.png
